Timestamp,Dónde estás trabajando,Dedicación,Tipo de contrato,Último salario mensual o retiro BRUTO (en pesos argentinos),Último salario mensual o retiro NETO (en pesos argentinos),Pagos en dólares,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2024? ,¿De qué % fue el ajuste total acumulado?,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Años en el puesto actual,¿Cuántas personas tenés a cargo? ,Plataformas que utilizas en tu puesto actual ,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina? ,"En los últimos 6 meses, ¿se aplicó alguna política de ajustes salariales?","En los últimos 6 meses, ¿hubo reducción de personal?",¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias? ,¿Tenés guardias? ,Cuánto cobrás por guardia,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios? ,Tengo (edad),Género,¿Habías respondido nuestra encuesta en ediciones anteriores?,¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
5/20/2024 21:52:20,Neuquén,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2000000,1700000,,,No,No recibo bono,Tres,50,Mayo,3,Comidas pagas / subvencionadas,3,"No, pero escucho ofertas.",Administrador de herramientas ,3,3,3,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,,No sé,7,0,Terminar encuesta,,,,,,,,,,37,Masculino ,Sí,
5/20/2024 21:57:58,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5000,45000,Cobro todo el salario en dólares,1100,De uno a tres sueldos,Performance individual,Más de tres,70,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",Architect,25,3,3,5,"Amazon Web Services, Docker, Kubernetes, Linux, OpenShift, OpenStack, Serverless","C#, Java, EF core","Akka, Angular, Hadoop, Hibernate, TensorFlow","Amazon RDS/Aurora, HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, Oracle, PostgreSQL","Appium, Cucumber, Cypress, Jest, JUnit, Selenium, SoapUI, Xunit",De 501 a 1000 personas,100% remoto,0,si ,No,10,5,Terminar encuesta,,,,,,,,,,62,Masculino,Sí,"asap ,itr ml"
5/20/2024 21:58:05,Santa Fe,Full-Time,Staff (planta permanente),1500000,1380000,,,No,No recibo bono,Dos,91,Abril,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,"No, pero escucho ofertas.",Developer,4,1,1,0,Azure,".NET, C#, SQL",.NET Core,"Microsoft SQL Server, MySQL",NUnit,De 51 a 100 personas,100% remoto,0,ajuste cada 3 meses en base a la inflacion,No,9,3,Responder sobre guardias,Terciario,Incompleto,Analista de Sistemas,,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,32,masculino,Sí,no hay empresas de it en mi ciudad
5/20/2024 22:01:46,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3000000,2400000,Mi sueldo está dolarizado (pero cobro en moneda local),1045,De uno a tres sueldos,Performance individual,Uno,3,Enero,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs",3,"No, pero escucho ofertas.",Manager / Director,13,2,2,0,Ninguna de las anteriores,"Python, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,Sí,7,2,Responder sobre guardias,Terciario,Completo,Tecnicatura en Programación,,Terminar encuesta,"Sí, activa",200,Bruto,Responder sobre mis estudios,33,Masculino,Sí,"Mercado Libre, Accenture"
5/20/2024 22:03:19,Entre Ríos,Full-Time,Staff (planta permanente),1827167,1325556,,,Menos de un sueldo,Performance de la compañía,Dos,32,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",Developer,7,4,7,0,Ninguna de las anteriores,".NET, C#",Angular,Informix,"Karma, TFS",De 501 a 1000 personas,100% remoto,0,,Sí,6,0,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UADER - Universidad Autónoma de Entre Ríos,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Masculino,Sí,
5/20/2024 22:03:20,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1297000,1076692,,,No,No recibo bono,Más de tres,10,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,2.5,0,2.5,0,Ninguna de las anteriores,"HTML, Javascript, TypeScript, ",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,Ajuste mes a mes según el índice de inflación mensual publicado ,No sé,9,3,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,25,Femenino,Sí,
5/20/2024 22:04:12,Misiones,Full-Time,Staff (planta permanente),340000,290000,,,No,No recibo bono,Uno,22,Febrero,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,1,1,1,0,SAP,".NET, C#, HTML, Javascript",".NET Core, Bootstrap, jQuery, Vue.js",Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,si,Sí,5,4,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,,,,,38,Masculino,Sí,
5/20/2024 22:04:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2092722,1736959,,,No,No recibo bono,Dos,130,Abril,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Developer,6,6,2,0,"Amazon Web Services, Azure, Windows Server",".NET, C#, HTML, Javascript, SQL",".NET Core, jQuery, Vue.js",Microsoft SQL Server,"Cypress, NUnit, Xunit",De 201 a 500 personas,Híbrido (presencial y remoto),1,Por inflación,No,5,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,,Terminar encuesta,,,,,31,Masculino,Sí,
5/20/2024 22:14:07,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),806000,786000,,,No,No recibo bono,Uno,55,Marzo,3,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",QA / Tester,2,2,1,3,Kubernetes,Java,Selenium,PostgreSQL,"Postman, TestNG",De 51 a 100 personas,100% remoto,0,,No,9,5,Responder sobre mis estudios,Universitario,En curso,Tecnicatura Universitaria en Desarrollo de Aplicaciones Informáticas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Terminar encuesta,,,,,30,Masculino,Sí,
5/20/2024 22:22:25,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4100000,2600000,,,Un sueldo,Performance individual,Más de tres,63,Abril,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Product Owner,16,7,2,0,Ninguna de las anteriores,"Java, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),3,Si está suscrito a la Bancaria,Sí,8,0,Terminar encuesta,,,,,,,,,,41,Femenino,Sí,"Salesforce, JPMorgan, Mercado Libre (tengo dudas)"
5/20/2024 22:32:45,Mendoza,Full-Time,Contractor,1100000,1100000,Cobro todo el salario en dólares,1070,Menos de un sueldo,Fechas Patrias de Chile,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",QA / Tester,2,2,2,0,Amazon Web Services,"Javascript, SQL",Node.js,MySQL,"Cucumber, Cypress, Postman",De 101 a 200 personas,100% remoto,0,no,No,10,5,Responder sobre mis estudios,Secundario,Completo,,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,37,Masculino,No,Ninguna
5/20/2024 22:34:07,Salta,Full-Time,Staff (planta permanente),784953.51,649516,,,De uno a tres sueldos,porcentaje de la recaudacion,Dos,15,Abril,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",DBA (Database Administrator),12,17,17,0,Windows Server,"PHP, Python",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,reduccion del premio estimulo en un 80%,No sé,6,0,Terminar encuesta,,,,,,,,,,37,masculino,Sí,
5/20/2024 22:42:44,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),3501000,2631000,Cobro todo el salario en dólares,,Un sueldo,Performance individual,No,0,No tuve,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",SRE (Site Reliability Engineer),10,2,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),0,,Sí,0,2,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,,Terminar encuesta,,,,,35,Masculino,Sí,
5/20/2024 22:45:44,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1390000,1200000,,,No,No recibo bono,Dos,60,Abril,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",BI Analyst / Data Analyst,3,2,2,0,Windows Server,"Python, SQL, VBA",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,No sé,7,4,Terminar encuesta,,,,,,,,,,30,Masculino,Sí,Remoto
5/20/2024 22:49:10,Entre Ríos,Full-Time,Staff (planta permanente),2300000,2100000,,,Un sueldo,Mix de las anteriores,Dos,60,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, estoy muy conforme.",Developer,3,1,1,0,Ninguna de las anteriores,Go,Ninguno de los anteriores,Ninguna de las anteriores,Postman,Más de 10000 personas,Híbrido (presencial y remoto),1,si,No sé,10,3,Terminar encuesta,,,,,,,,,,35,masculino ,Sí,
5/20/2024 22:49:35,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1400000,1150000,,,No,No recibo bono,No,0,No tuve,3,Capacitaciones y/o cursos,1,"No, pero escucho ofertas.",Analista Cloud,2,0,0,0,"Amazon Web Services, Azure","Bash/Shell, Python, KQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,No,No sé,0,4,Responder sobre mis estudios,Terciario,Completo,Analista de Sistemas,,Responder sobre guardias,"Sí, pasiva",0,Neto,Terminar encuesta,45,Masculino,Sí,Banco Galicia
5/20/2024 22:56:56,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1252403,1039496,,,Un sueldo,Performance individual,Tres,40,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Technical Leader,5,5,1,25,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","HTML, Java, Javascript, SQL","Hibernate, React.js","MySQL, SQLite","JUnit, Postman",De 101 a 200 personas,100% remoto,0,Aumentos mensuales a excepción del ultimo mes,Sí,8,2,Terminar encuesta,,,,,,,,,,28,Masculino,Sí,
5/20/2024 23:01:26,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3016310,2472700,Cobro todo el salario en dólares,890,No,No recibo bono,Tres,70,Marzo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,5,4,1,0,"Amazon Web Services, Docker, Kubernetes","CSS, Go, HTML, Java, Javascript, Kotlin, TypeScript","Next.js, Node.js, React.js, Spring",Ninguna de las anteriores,"Cypress, Jest, JUnit",De 201 a 500 personas,100% remoto,0,,No,0,0,Terminar encuesta,,,,,,,,,,30,Masculino,No,
5/20/2024 23:09:01,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1628615,1351751,Cobro parte del salario en dólares,892,No,No recibo bono,Tres,50,Abril,2,"Abono de celular, Abono de Internet, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles",2,"No, pero escucho ofertas.",Consultant,7,6,6,0,Ninguna de las anteriores,"C, Groovy, Java, Ruby",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"3 aumentos, todos fueron iguales para todos según la inflación.",No,6,2,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,34,Masculino,Sí,"Mercado Libre, Banco Galicia"
5/20/2024 23:09:20,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1253012,1040000,,,No,No recibo bono,No,0,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",DevOps Engineer,2,3,2,0,"Docker, Kubernetes, Linux, Windows Server","Groovy, Javascript, Python, Ruby","Flask, Rails, Vue.js",PostgreSQL,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,"Si, no me acuerdo",No sé,4,5,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,25,Masculino,No,"Meli, JPMorgan, Google, Amazon, Globant, Accenture"
5/20/2024 23:14:27,Corrientes,Full-Time,Staff (planta permanente),1100000,890000,,,No,No recibo bono,Dos,15,Abril,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Developer,6,6,6,4,SAP,".NET, C#, CSS, HTML, Javascript, SQL",.NET Core,Microsoft SQL Server,"SoapUI, Xunit",De 11  a 50  personas,100% presencial,0,no,Sí,4,5,Terminar encuesta,,,,,,,,,,29,Masculino,Sí,globant
5/20/2024 23:23:04,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000,1800000,,NA,No,No recibo bono,Dos,20,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles",1,"Sí, estoy buscando activamente.",Technical Leader,18,2,2,2,"Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,No,No,3,0,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería en Sistemas de Información,,Terminar encuesta,,,,,46,Femenino ,Sí,
5/20/2024 23:28:22,Córdoba,Full-Time,Staff (planta permanente),968500,698000,,,No,No recibo bono,Uno,43,Abril,1,Abono de celular,1,"No, pero escucho ofertas.",SysAdmin,5,7,5,0,"Linux, VMWare, Windows Server",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,,Sí,0,2,Terminar encuesta,,,,,,,,,,36,Masculino,Sí,
5/20/2024 23:31:32,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6200000,4500000,Cobro parte del salario en dólares,876,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Data Engineer,15,1,5,0,"Google Cloud Platform, Kubernetes, Linux",Python,Ninguno de los anteriores,"Google Cloud Storage, MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,No,Sí,10,5,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,42,Masculino,Sí,"Meli, galicia, santander"
5/20/2024 23:47:13,Entre Ríos,Full-Time,Staff (planta permanente),750000,620000,,,De uno a tres sueldos,Performance de la compañía,Dos,60,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",2,"No, pero escucho ofertas.",Developer,2,2,1,0,Ninguna de las anteriores,Java,"Hibernate, Spring",Oracle,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,6,0,Terminar encuesta,,,,,,,,,,40,Femenino ,Sí,
5/20/2024 23:49:51,Santa Fe,Full-Time,Staff (planta permanente),2300000,2200000,Cobro parte del salario en dólares,1000,Un sueldo,Performance individual,Dos,0,Enero,2,"Capacitaciones y/o cursos, Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",Developer,3,2.5,1,0,Ninguna de las anteriores,"CSS, Go, HTML, Javascript","Node.js, React.js",MySQL,"Cypress, Jest, Postman",Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,9,5,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UNL - Universidad Nacional del Litoral,Responder sobre guardias,"Sí, activa",0,Neto,Terminar encuesta,36,Masculino ,Sí,"Mercado libre, pedidos ya, pomelo"
5/21/2024 0:28:49,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1100000,671000,Cobro parte del salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",Developer,3,3,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",Angular,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,,No,8,3,Responder sobre mis estudios,Universitario,Completo,Analista de Sistemas,,Terminar encuesta,,,,,27,Femenino,Sí,
5/21/2024 0:36:24,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2881943,2349507,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,40,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",BI Analyst / Data Analyst,3,2,2,1,"Azure, SAP",SQL,SAP,"HANA, Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),4,,No,7,1,Responder sobre guardias,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,26,Femenino ,Sí,
5/21/2024 0:37:38,Provincia de Buenos Aires,Part-Time,Freelance,500000,500000,,,No,"Autonomo, independiente, sin bono.",No,0,No tuve,2,"El Autonomo e independiente, Nunca tendra beneficios, solo el Estado de socio, en la ganancias, pero no en las perdidas.",2,"No, pero escucho ofertas.",Developer Frontend + Full Stack.,0,0,0,0,windows,"CSS, Delphi, HTML, Javascript, PHP, Ruby, SQL","Bootstrap, Node.js",Microsoft SQL Server,Ninguna de las anteriores,1 (solamente yo),Híbrido (presencial y remoto),5,n o,No,10,0,Responder sobre mis estudios,Universitario,Completo,"Diseño Grafico, Desarrollador Web Full Stack, Profesorado en Arte",UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,59,Masculino,Sí,
5/21/2024 0:50:16,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000,,,,De uno a tres sueldos,Performance de la compañía,Dos,50,Abril,3,Ninguna de las anteriores,3,"No, estoy muy conforme.",Developer,3,2.5,2.5,0,"Docker, Firebase","Dart, Kotlin, SQL, TypeScript","Flutter, Next.js, React.js",MySQL,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),1,Inflación por indec mes por medio,No,6,4,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,26,Femenino,Sí,
5/21/2024 1:18:41,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1350000,,,Un sueldo,Mix de las anteriores,Dos,40,Abril,2,"Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,"No, pero escucho ofertas.",DBA (Database Administrator),12,2,12,1,"Azure, Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),3,SI,Sí,3,1,Terminar encuesta,,,,,,,,,,48,Masculino,Sí,
5/21/2024 1:39:22,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1670000,1375000,,,De uno a tres sueldos,Performance de la compañía,Uno,36,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles",3,"No, pero escucho ofertas.",Data Engineer,2,0,0,0,Amazon Web Services,"Python, SQL",Spark,Amazon Redshift,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,No,7,0,Terminar encuesta,,,,,,,,,,24,Masculino,Sí,
5/21/2024 2:17:54,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000,750000,,,No,No recibo bono,Tres,22,Mayo,3,Clases de idiomas,2,"No, estoy muy conforme.",Developer,2,0,0,0,"Docker, Linux, VMWare",Rust,Ninguno de los anteriores,SQLite,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,,No,8,3,Terminar encuesta,,,,,,,,,,25,masculino ,Sí,
5/21/2024 3:05:59,Corrientes,Full-Time,Staff (planta permanente),918.004,811.944,Mi sueldo está dolarizado (pero cobro en moneda local),1020,No,No recibo bono,Dos,37,Abril,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados",4,"No, pero escucho ofertas.",Developer,13,7,7,0,"Azure, Google Cloud Platform, Linux, SAP","CSS, HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, CodeIgniter, Flutter, Node.js, React.js, WordPress","MariaDB, MongoDB, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,,No,7,2,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Programación,,Responder sobre guardias,No,0,Neto,Terminar encuesta,41,Masculino,Sí,"DevLight, Globant"
5/21/2024 6:41:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000,3200000,,,No,No recibo bono,Tres,27,Abril,3,Clases de idiomas,3,"No, pero escucho ofertas.",Technical Leader,20,10,5,7,"Amazon Web Services, Windows Server","C#, SQL",Ninguno de los anteriores,"ElasticSearch, IBM Db2, Microsoft SQL Server",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No,0,0,Terminar encuesta,,,,,,,,,,45,femenino ,Sí,
5/21/2024 6:51:57,Provincia de Buenos Aires,Full-Time,Contractor,2300000,2300000,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,4,"Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",UX Designer,5,4,4,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Ruby","Bootstrap, Rails, React.js, Tailwind ",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,No,10,3,Responder sobre guardias,Universitario,Completo,Diseño Gráfico,UNLP - Universidad Nacional de La Plata,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,29,Femenino ,Sí,"La verdad, solía estar más al tanto. Ahora ni idea. La mía."
5/21/2024 6:54:16,Santa Fe,Full-Time,Staff (planta permanente),2000000,1700000,,,No,No recibo bono,Dos,30,Abril,1,"Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",Networking,15,20,3,0,"Windows Server, Ninguna de las anteriores, Cisco, Ansible","Python, Cisco",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,si,Sí,5,1,Terminar encuesta,,,,,,,,,,42,Masculino,Sí,
5/21/2024 7:11:06,Mendoza,Full-Time,Contractor,1050000,750000,,,3+ sueldos,convenio trabajo,Más de tres,45,Mayo,3,"Abono de celular, Abono de Internet",3,"No, pero escucho ofertas.",sysadmin / Programador,30,18,5,0,"Google Cloud Platform, Linux, Windows Server, Proxmox",".NET, C#, CSS, HTML, Java, Javascript",".NET Core, Node.js, React.js","MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,Por inflación ,No,8,4,Terminar encuesta,,,,,,,,,,44,Masculino,Sí,ninguna
5/21/2024 7:16:59,Entre Ríos,Full-Time,Contractor,4332000,4290000,Cobro todo el salario en dólares,1140,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,3,"No, estoy muy conforme.",Developer,5,1,1,0,Azure,".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, jQuery",Microsoft SQL Server,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,No,No,8,5,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,30,Masculino,No,
